nbd,foodgrp,name,water,energy,protein,carb,fiber,sugar,sodium,satfat,chol
18388,Baked Products,"MUFFINS,WHEAT BRAN,TOASTER-TYPE W/RAISINS,TSTD",27,313,5.5,55.5,8.2,23.07,527,1.5,9
18399,Baked Products,"PIE CRUST,COOKIE-TYPE,PREP FR RECIPE,GRAHAM CRACKER,CHILLED",6.1,484,4.1,63.9,1.5,37.57,560,5.092,0
18401,Baked Products,"PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,VANILLA WAFER,CHILLED",8.5,531,3.7,50.2,0.1,7.33,515,7.434,39
18402,Baked Products,"PIE CRUST,STANDARD-TYPE,PREP FROM RECIPE,UNBAKED",19.7,469,5.7,42.3,3.4,0.15,482,7.674,0
18403,Baked Products,"WAFFLES,PLN,FRZ,READY -TO-HEAT,TSTD",30.59,312,7.19,49.29,2.4,5.02,730,1.638,15
18416,Baked Products,"BREAD,WHITE,COMMLY PREP,LO NA,NO SALT",36.7,267,8.2,49.6,2.3,4.31,298,0.811,1
18425,Baked Products,"CRACKERS,SALTINES,LO SALT (INCL OYSTER,SODA,SOUP)",4.03,421,9.5,74.34,2.9,2.22,198,2.001,0
18427,Baked Products,"CRACKERS,STD SNACK-TYPE,REG,LO SALT",3.5,502,7.4,61,1.6,1.79,216,3.776,0
18428,Baked Products,"CRACKERS,WHEAT,LOW SALT",3.1,473,8.6,64.9,4.5,13.04,190,5.178,0
18429,Baked Products,"CRACKERS,WHOLE-WHEAT,LO SALT",2.7,443,8.8,68.6,10.5,0.37,186,3.393,0
18434,Baked Products,"CRACKERS,CHS,LO NA",3.1,503,10.1,58.2,2.4,0.28,458,9.638,13
18451,Baked Products,"CAKE,POUND,COMMLY PREP,FAT-FREE",31,283,5.4,61,1.1,34.34,341,0.259,0
18457,Baked Products,"CRACKERS,SALTINES,FAT-FREE,LOW-SODIUM",3.4,393,10.5,82.3,2.7,0.38,849,0.244,0
18459,Baked Products,"BREAKFAST TART,LOFAT",12.04,372,3.99,76.8,1.5,4.87,361,1.393,0
18476,Baked Products,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BLUEBERRY",12.5,412,4.6,68.41,1.1,30.9,350,2.02,0
18477,Baked Products,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD BLUEBERRY",12.5,391,4.6,71.77,1.1,31.2,320,1.98,0
18478,Baked Products,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BRWN SUGAR CINN",10.5,438,5.4,64.4,1.5,25.4,380,2.08,0
18479,Baked Products,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TRTS,FRSTD BR SGR CIN",11.3,417,4.6,69,1.4,32.3,343,4.5,0
18481,Baked Products,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHERRY",12.5,397,4.2,72,1,36,320,1.94,0
18482,Baked Products,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHOC FUDG",12.75,384,4.9,70.4,2.1,35,437,3.2,0
18486,Baked Products,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY",12.5,399,4.2,71.62,1,35.4,320,1.88,0
18487,Baked Products,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,S'MORES",12.5,392,6.2,69.6,1.4,36.5,410,2.8,0
18488,Baked Products,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,STRAWBERRY",12.5,398,4.7,71.1,1.1,33,355,2.9,0
18489,Baked Products,"TOASTER PASTRIES,KELLOGG,KELLOG'S POP TARTS,FRSTD STRAWBERRY",12.75,390,4.1,71.7,1.3,30.3,331,3.1,0
18490,Baked Products,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD WLD BERRY",12.75,390,4,72.4,1.3,31.7,315,3.1,0
18494,Baked Products,"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TRTS,FRSTD BRWN SGR CINN",12.75,366,4.7,73.7,5.5,30.5,379,1.9,0
18497,Baked Products,"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TARTS,FRSTD STRAWBERRY",12.75,363,4.2,74.4,5.6,29.4,357,1.7,0
18499,Baked Products,"KELLOGG,KELLOGG'S EGGO,BTTRMLK PANCAKE",45.6,245,5.3,38.6,1,10,508,1.3,11
18501,Baked Products,"KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,MXD BERRY",14.5,370,4.3,72.8,1.9,33.6,284,1.5,0
18505,Baked Products,"KELLOGG'S,EGGO,WAFFLES,HOMESTYLE,LOFAT",41.8,229,6.3,44.9,1.3,4.5,393,0.9,23
18506,Baked Products,"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,LOFAT",47.66,201,6.5,39,4,3.9,559,0.8,0
18507,Baked Products,KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI - GRAIN WAFFLES,46.06,208,5.95,42.71,3.5,8.89,591,0.41,0
18513,Baked Products,"ARCHWAY HOME STYLE COOKIES,SUGAR FREE OATMEAL",5,442,5.54,67.2,1.9,1.26,308,4.9,0
18522,Baked Products,"ARCHWAY Home Style Cookies, Chocolate Chip Ice Box",5.01,497,4.28,65.02,2,34.06,270,8.08,13
18524,Baked Products,"ARCHWAY Home Style Cookies, Coconut Macaroon",11.5,460,3.02,61.23,5.1,45.16,200,20.1,0
18527,Baked Products,"ARCHWAY Home Style Cookies, Date Filled Oatmeal",13.49,400,4.67,68.16,2.1,34.27,331,2.76,6
18528,Baked Products,"ARCHWAY Home Style Cookies, Dutch Cocoa",9.32,431,4.5,69.44,2.6,35.35,384,3.62,7
18529,Baked Products,"ARCHWAY HOME STYLE COOKIES,FROSTY LEMON",12.03,430,4.41,64.78,0.7,33.35,449,5.83,0
18532,Baked Products,"ARCHWAY Home Style Cookies, Iced Molasses",10.34,420,3.5,69.12,1,38.43,605,4.16,12
18533,Baked Products,"ARCHWAY Home Style Cookies, Iced Oatmeal",9.99,435,4.89,66.76,2,37.2,377,4.61,8
18535,Baked Products,"ARCHWAY Home Style Cookies, Molasses",11.43,403,4.25,69.41,1.2,36.35,577,2.81,25
18537,Baked Products,"ARCHWAY Home Style Cookies, Oatmeal",10.28,421,5.48,68.17,2.9,34.5,394,3.2,10
18538,Baked Products,"ARCHWAY Home Style Cookies, Oatmeal Raisin",11.53,406,5.17,69.27,2.7,39.55,339,2.75,8
18539,Baked Products,"ARCHWAY Home Style Cookies, Old Fashioned Molasses",10.41,406,4.27,70.55,1.1,36.09,561,2.77,25
18540,Baked Products,"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",3,468,5.17,72.23,1.8,32.64,471,3.75,1
18541,Baked Products,"ARCHWAY HOME STYLE COOKIES,PNUT BUTTER",6.35,480,9,58.48,2.8,32.55,404,5.39,37
18544,Baked Products,"ARCHWAY HOME STYLE COOKIES,RASPBERRY FILLED",14.99,400,4.35,65.92,2.2,31.76,334,5.16,6
18547,Baked Products,"ARCHWAY Home Style Cookies, Strawberry Filled",14.99,400,4.35,65.92,2.2,31.76,377,5.16,6
18562,Baked Products,"ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps",5.22,424,4.67,76.23,1.1,36.28,406,2.6,1
18567,Baked Products,"KRAFT,STOVE TOP STUFFING MIX CHICKEN FLAVOR",5.3,381,12.6,73.1,2.5,10.1,1532,0.8,4
18609,Baked Products,"KEEBLER,VANILLA WAFERS",4.1,462,4,73.1,1.4,31.6,402,5.7,1
18614,Baked Products,"MARTHA WHITE FOODS,MARTHA WHITE'S CHEWY FUDGE BROWNIE MX,DRY",4,407,4.42,83.58,2.9,54.76,457,1.7,0
18615,Baked Products,"MARTHA WHITE FOODS,MARTHA WHITE'S BTTRMLK BISCUIT MIX,DRY",10,388,7.81,59.41,1.5,4.46,1295,4.07,3
18617,Baked Products,"NABISCO,NABISCO GRAHAMS CRACKERS",3.6,424,6.99,76.2,3.4,23,659,1.56,0
18629,Baked Products,"PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH",39.89,236,6.4,47.07,1.6,4.46,854,0.42,0
18630,Baked Products,"PILLSBURY,CHOC CHIP COOKIES,REFR DOUGH",12.78,450,3.82,60.75,1.7,37.67,326,8.73,6
18631,Baked Products,"PILLSBURY,CRUSTY FRENCH LOAF,REFR DOUGH",38.82,243,8.59,46.35,2.6,5.06,575,0.67,0
18633,Baked Products,"PILLSBURY GRANDS,BTTRMLK BISCUITS,REFR DOUGH",36.12,293,6.16,42.41,1.5,4.6,1066,4.07,0
18634,Baked Products,"PILLSBURY GOLDEN LAYER BTTRMLK BISCUITS,ART FLAVOR,REFR",35.5,307,5.88,41.18,1.2,5.88,1059,2.941,0
18635,Baked Products,"PILLSBURY,CINN ROLLS W/ ICING,REFR DOUGH",27.86,330,4.34,53.42,1.4,21.34,780,3.25,0
18640,Baked Products,"HEINZ,WEIGHT WATCHER,CHOC ECLAIR,FRZ",47.3,241,4.4,40.3,2.1,16.8,300,1.4,47
18651,Baked Products,"NABISCO,NABISCO SNACKWELL'S FAT FREE DEVIL'S FD COOKIE CAKES",17.65,305,5,74.25,1.6,43.38,174,0.427,0
18927,Baked Products,"CRACKERS,CHS,SANDWICH-TYPE W/ CHS FILLING",4.81,490,8.92,58.76,1.9,12.33,878,4.81,6
18932,Baked Products,"WAFFLES,BTTRMLK,FRZ,RTH",40.34,273,6.58,41.05,2.2,4.3,621,1.898,15
18933,Baked Products,"WAFFLE,BTTRMLK,FRZ,RTH,TSTD",31.57,309,7.42,48.39,2.6,4.41,710,2.283,13
18934,Baked Products,"WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED",36.48,289,6.92,44.16,2.4,4.5,663,2.057,16
18935,Baked Products,"WAFFLE,PLN,FRZ,RTH,MICROWAVE",34.95,298,6.71,45.41,2.4,5.04,682,1.58,16
18938,Baked Products,"TOASTER PASTRIES,FRUIT,FRSTD",14.04,385,4.01,71.83,1.8,31,311,3.091,0
18940,Baked Products,"MUFFIN,BLUEBERRY,COMMLY PREP,LOW-FAT",39.94,255,4.23,50.05,4.2,27.05,413,1.549,28
18942,Baked Products,"PIE CRUST,COOKIE-TYPE,GRAHAM CRACKER,READY CRUST",4.37,501,5.1,64.3,1.9,18.13,471,4.999,0
18943,Baked Products,"PIE CRUST,COOKIE-TYPE,CHOC,READY CRUST",4.99,484,6.08,64.48,2.7,26.31,503,4.725,0
18944,Baked Products,"PIE,DUTCH APPL,COMMLY PREP",41.09,290,2.17,44.54,1.6,22.02,200,2.313,0
18949,Baked Products,"CRACKERS,WHOLE-WHEAT,RED FAT",2.59,416,11.34,75.52,10.9,1.22,745,1.067,0
18950,Baked Products,"CRACKERS,WHEAT,RED FAT",2.73,444,9.34,71.52,3.4,15.01,776,2.112,0
18951,Baked Products,"WAFFLES,CHOC CHIP,FRZ,RTH",35.62,297,5.8,45.68,1.5,13.1,529,3.567,21
18953,Baked Products,"BREAD,SALVADORAN SWT CHS (QUESADILLA SALVADORENA)",25.48,374,7.12,47.84,0.7,24.9,510,4.612,59
18955,Baked Products,"BREAD,PAN DULCE,SWT YEAST BREAD",21.54,367,9.42,56.38,2.3,12.5,228,2.183,30
18959,Baked Products,"PASTRY,PASTELITOS DE GUAVA (GUAVA PASTRIES)",27.26,379,5.48,47.76,2.2,17,231,5.535,10
18963,Baked Products,"GARLIC BREAD,FRZ",31.78,350,8.36,41.72,2.5,3.69,544,5.281,0
18964,Baked Products,"CINNAMON BUNS,FRSTD (INCLUDES HONEY BUNS)",18.98,452,4.45,48.6,1.2,25.7,305,12.649,5
18965,Baked Products,"CRACKERS,CHS,RED FAT",7.3,418,10,68.19,3.3,0,1167,3.333,0
18966,Baked Products,"CRACKERS,SALTINES,WHL WHEAT (INCLUDES MULTI-GRAIN)",9.85,398,7.14,68.25,0,0,1214,0,0
18967,Baked Products,"BREAD,WHEAT,WHITE WHEAT",39.6,238,10.66,43.91,9.2,5,478,0.63,0
18968,Baked Products,"BAGEL,WHEAT",37.55,250,10.2,48.89,4.1,6.12,439,0,0
18969,Baked Products,"CREAM PUFF,ECLAIR,CUSTARD OR CRM FILLED,ICED",38.64,334,4.41,37.43,0.9,22.05,265,7.055,66
18970,Baked Products,"TORTILLAS,RTB OR -FRY,FLR,SHELF STABLE",32.43,297,8.01,49.27,2.4,2.66,742,1.225,0
18971,Baked Products,"BREAD,POTATO",33.55,266,12.5,47.07,6.3,9.38,375,0,0
18972,Baked Products,"BREAD,CHS",21.13,408,10.42,44.83,2.1,2.08,750,6.25,10
18973,Baked Products,"FOCACCIA,ITALIAN FLATBREAD,PLN",45.91,249,8.77,35.82,1.8,1.75,561,0.877,0
18974,Baked Products,"KASHI,TLC,HONEY SESAME CRACKERS",3,398,8.7,72.2,5.8,16.1,471,0.9,0
18975,Baked Products,"KASHI,TLC,ORIGINAL 7-GRAIN CRACKERS",2.5,385,13.9,63.2,9,13.5,530,1.2,0
18976,Baked Products,"KASHI,TLC,COUNTRY CHEDDAR CRACKERS",3,445,9.8,68,2.5,3.7,724,1.9,5
18977,Baked Products,"KASHI,TLC,TSTD ASIAGO CRACKERS",2.3,420,12.7,66.4,9.6,7.1,659,2.2,5
18978,Baked Products,"KASHI,BLUEBERRY WAFFLE",49.5,192,5.7,34.6,9,4.6,476,0.7,0
18979,Baked Products,"KASHI,H2H WOVEN WHEAT CRACKER,ORIGINAL",3,396,10.6,73.4,12.2,0.4,283,1.1,0
18980,Baked Products,"KASHI,ORIGINAL WAFFLE",47.7,197,6,35.4,9.3,4.2,479,0.7,0
18981,Baked Products,"KASHI,TLC,FIRE RSTD VEG CRACKERS",2.5,389,12,64.6,8.7,7.3,664,1.1,0
18982,Baked Products,"KASHI,H2H WOVEN WHEAT CRACKER,RSTD GARLIC",3,440,10.5,73.2,12.2,0.6,240,1.1,0
18983,Baked Products,"AUSTIN,CHEDDAR CHS ON WHEAT CRACKERS,SANDWICH-TYPE",2.7,495,7.9,61.4,1.8,14.6,839,6.1,3
18984,Baked Products,"AUSTIN,CHEDDAR CHS ON CHS CRACKERS,SANDWICH-TYPE",2,494,7.5,60,1.3,13.5,900,6.1,3
18985,Baked Products,"AUSTIN,CHOCOLATEY PNUT BUTTER CRACKERS,SANDWICH-TYPE",2.7,479,7.7,66.2,2,17.3,584,4.1,0
18986,Baked Products,"AUSTIN,GRILLED CHS ON WAFER CRACKERS,SANDWICH-TYPE",2.7,493,7.9,62,1.3,12.6,910,5.9,3
18987,Baked Products,"AUSTIN,CHEDDAR CHS ON CHS CRACKERS,SANDWICH-TYPE,RED FAT",2.7,461,7.8,68,1.4,14.6,884,4.4,3
18988,Baked Products,"AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE,RED FAT",2.7,461,9.7,66.3,2.7,9,726,2.9,0
18989,Baked Products,"AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE,RED FAT",2.7,463,9.5,67.2,2.7,11.8,648,2.9,0
18990,Baked Products,"AUSTIN,PB & J CRACKERS,SANDWICH-TYPE",2.7,484,7.6,65.7,2,16.7,582,4.5,0
18991,Baked Products,"BARBARA DEE,WNTR MINTS COOKIES",2,515,3.9,67.1,2,35.8,290,18,0
18992,Baked Products,"KELLOGG'S,BEANATURAL,ORIGINAL 3-BEAN CHIPS",2.2,487,22.9,46.5,14.2,5.3,794,2,0
18993,Baked Products,"BEAR NAKED,DOUBLE CHOC COOKIES",7.5,423,6.6,66.9,7,35.2,200,4.1,0
18994,Baked Products,"BEAR NAKED,FRUIT & NUT COOKIES",8,443,7.5,61.6,7.1,29.4,133,5.1,0
18995,Baked Products,"KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,BACON,EGG & CHS",42.9,258,8.8,38.3,2.1,4.7,610,4.1,27
18996,Baked Products,"KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,EGG & CHS",43.3,254,8.8,38.3,2.3,4.7,583,4,28
18997,Baked Products,"KELLOGG'S,EGGO,FRENCH TOASTER STKS,CINN",42.44,250,4.8,42.6,1,16.2,550,1.9,24
18998,Baked Products,"KELLOGG'S,EGGO,FRENCH TOASTER STKS,ORIGINAL",44.99,239,5.3,39.4,0.9,10.9,598,1.7,26
18999,Baked Products,"KELLOGG'S,EGGO,MINI MUFFIN TOPS,BLUEBERRY",35.29,293,5,45.8,1,18.1,586,2.8,28
19002,Snacks,"BEEF JERKY,CHOPD&FORMED",23.36,410,33.2,11,1.8,9,2081,10.85,48
19003,Snacks,"SNACKS,CORN-BASED,EXTRUDED,CHIPS,PLN",1.07,538,6.17,56.9,4,0.27,514,4.331,0
19007,Snacks,"SNACKS,CORN-BASED,EXTRUDED,ONION-FLAVOR",2,499,7.7,65.1,3.9,4.83,950,4.34,0
19008,Snacks,"CORN-BASED,EXTRUDED,PUFFS OR TWISTS,CHEESE-FLAVOR",1.57,560,5.85,53.53,1.4,3.19,942,5.36,7
19009,Snacks,"CORNNUTS,PLAIN",1.3,446,8.5,71.86,6.9,0.61,564,2.43,0
19013,Sweets,"FRUIT LEATHER,PIECES",12.3,359,1,82.82,0,57.58,403,0.65,0
19014,Sweets,"FRUIT LEATHER,ROLLS",10.2,371,0.1,85.8,0,49.16,317,0.672,0
19015,Snacks,"GRANOLA BARS,HARD,PLAIN",3.9,471,10.1,64.4,5.3,28.57,294,2.37,0
19026,Snacks,"GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,PNUT BUTTER",3.2,508,10.2,53.4,2.8,23.74,193,17.01,12
19031,Snacks,"ORIENTAL MIX,RICE-BASED",2.55,506,17.31,51.62,13.2,3,413,3.785,0
19034,Snacks,"POPCORN,AIR-POPPED",3.32,387,12.94,77.78,14.5,0.87,8,0.637,0
19035,Snacks,"SNACKS,POPCORN,OIL-POPPED,MICROWAVE,REG FLAVOR,NO TRANS FAT",1.2,583,7.29,45.06,8.1,0.46,679,6.82,0
19036,Snacks,"POPCORN,CAKES",5,384,9.7,80.1,2.9,0.72,288,0.48,0
19038,Snacks,"POPCORN,CARAMEL-COATED,W/PNUTS",3.3,400,6.4,80.7,3.8,45.36,177,1.04,0
19039,Snacks,"POPCORN,CARAMEL-COATED,WO/PNUTS",2.8,431,3.8,79.1,5.2,53.19,206,3.61,0
19040,Snacks,"POPCORN,CHEESE-FLAVOR",2.5,526,9.3,51.6,9.9,0.79,889,6.41,11
19041,Snacks,"PORK SKINS,PLAIN",1.8,544,61.3,0,0,0,1818,11.37,95
19042,Snacks,"POTATO CHIPS,BARBECUE-FLAVOR",2.48,487,6.51,55.92,3.8,5.47,545,4.002,0
19045,Snacks,"POTATO CHIPS,MADE FROM DRIED POTATOES,LT",2.22,502,4.56,64.76,3.2,0.63,450,6.759,0
19047,Snacks,"PRETZELS,HARD,PLN,SALTED",3.13,384,10.04,80.39,3.4,2.21,1248,0.389,0
19048,Snacks,"PRETZELS,HARD,CONFECTIONER'S COATING,CHOCOLATE-FLAVOR",2.5,457,7.5,70.9,2.4,38.8,569,7.68,0
19049,Snacks,"SNACKS,M&M MARS,COMBOS SNACKS CHEDDAR CHS PRETZEL",1.67,463,9.85,66.5,1.8,17.6,1117,9.656,5
19051,Snacks,"RICE CAKES,BROWN RICE,PLN",5.8,387,8.2,81.5,4.2,0.88,326,0.57,0
19056,Snacks,"TORTILLA CHIPS,PLAIN",2.64,472,7.1,67.78,5.4,0.78,328,2.812,0
19057,Snacks,"Snacks, tortilla chips, nacho cheese",1.66,519,7.36,60.81,5.1,2.59,691,3.876,0
19062,Snacks,"TRAIL MIX,REG,W/CHOC CHIPS,SALTED NUTS&SEEDS",6.6,484,14.2,44.9,5,23.88,121,6.09,4
19064,Sweets,"CANDIES,TOOTSIE ROLL,CHOCOLATE-FLAVOR ROLL",6.69,387,1.59,87.73,0.1,56.32,44,0.967,2
19065,Sweets,"CANDIES,ALMOND JOY CANDY BAR",8.2,479,4.13,59.51,5,48.34,142,17.59,4
19068,Sweets,"CANDIES,NESTLE,BIT-O'-HONEY CANDY CHEWS",8.3,375,2,80.89,0.2,48,295,5.5,0
19069,Sweets,"CANDIES,NESTLE,BUTTERFINGER BAR",1.23,459,5.4,72.9,2,45.9,230,9.5,0
19070,Sweets,"CANDIES,BUTTERSCOTCH",5.25,391,0.03,90.4,0,80.46,391,2.065,9
19071,Sweets,"CANDIES,CAROB,UNSWTND",1.54,540,8.15,56.29,3.8,34.11,107,29.018,1
19074,Sweets,"CANDIES,CARAMELS",8.5,382,4.6,77,0,65.5,245,2.476,7
19075,Sweets,"CANDIES,CARAMELLO CANDY BAR",6.79,462,6.19,63.81,1.2,56.92,122,12.72,27
19076,Sweets,"CANDIES, CARAMELS, CHOCOLATE-FLAVOR ROLL",6.69,387,1.59,87.73,0.1,56.32,44,0.967,2
19077,Sweets,"BAKING CHOC,UNSWTND,LIQ",0.9,472,12.1,36.2,18.1,0,12,25.29,0
19078,Sweets,"Baking chocolate, unsweetened, squares",1.34,642,14.32,28.42,16.6,0.91,24,32.277,2
19079,Sweets,"CANDIES,CONFECTIONER'S COATING,YOGURT",1.91,522,5.87,63.94,0,62.36,88,24.104,1
19080,Sweets,"CANDIES,SEMISWEET CHOC",0.7,480,4.2,63.9,5.9,54.5,11,17.75,0
19081,Sweets,"CANDIES,SWEET CHOCOLATE",0.5,507,3.9,60.4,5.5,51.48,16,20.08,0
19083,Sweets,"CANDIES,SWT CHOC COATD FONDANT",7.7,366,2.2,80.4,2.1,71.42,26,5.46,0
19085,Sweets,"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",0.75,539,2.2,67.1,0,67.1,89,24.1,0
19086,Sweets,"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",2.67,529,18.3,46.88,5,38.3,250,13.12,1
19087,Sweets,"CANDIES,WHITE CHOC",1.3,539,5.87,59.24,0.2,59,90,19.412,21
19088,Sweets,"ICE CREAMS,VANILLA,LT",59.85,180,4.78,29.46,0.3,22.12,74,2.927,27
19089,Sweets,"ICE CREAMS,VANILLA,RICH",57.2,249,3.5,22.29,0,20.65,61,10.329,92
19090,Sweets,"ICE CREAMS,FRENCH VANILLA,SOFT-SERVE",59.8,222,4.1,22.2,0.7,21.16,61,7.48,91
19091,Sweets,"CANDIES,YORK PEPPERMINT PATTIE",9.03,384,2.19,80.99,2,63.78,28,4.34,1
19092,Sweets,"CANDIES,TWIZZLERS NIBS CHERRY BITS",15,347,2.3,79.37,0.6,51.35,195,0.54,0
19093,Sweets,"CANDIES,SYMPHONY MILK CHOC BAR",0.94,531,8.51,58.01,1.7,53.96,101,18.34,24
19094,Sweets,"DESSERTS,FLAN,CARAMEL CUSTARD,PREPARED-FROM-RECIPE",68.05,145,4.53,22.78,0,23.15,53,1.799,90
19095,Sweets,"ICE CREAMS,VANILLA",61,207,3.5,23.6,0.7,21.22,80,6.79,44
19096,Sweets,"ICE CREAMS,VANILLA,LT,SOFT-SERVE",69.6,126,4.9,21.8,0,18.69,70,1.63,12
19097,Sweets,"SHERBET,ORANGE",66.1,144,1.1,30.4,1.3,24.32,46,1.16,1
19098,Sweets,"CANDIES,5TH AVENUE CANDY BAR",2.3,482,8.78,62.68,3.1,47.19,225,6.65,6
19099,Sweets,"CANDIES,FONDANT,PREPARED-FROM-RECIPE",6.74,373,0,93.18,0,88.9,11,0,0
19100,Sweets,"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",9.81,411,2.39,76.44,1.7,73.12,45,6.448,14
19101,Sweets,"CANDIES,FUDGE,CHOC,W/ NUTS,PREPARED-FROM-RECIPE",7.66,461,4.38,67.93,2.5,63.37,39,6.489,12
19102,Sweets,"CANDIES,FUDGE,PNUT BUTTER,PREPARED-FROM-RECIPE",10.93,387,3.78,77.75,0.7,73.36,118,1.721,3
19103,Sweets,"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",10.85,383,1.05,82.15,0,79.77,47,3.382,15
19104,Sweets,"CANDIES,FUDGE,VANILLA W/ NUTS",7.99,435,3,74.61,0.9,71,42,3.828,13
19105,Sweets,"CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",1.9,512,9.7,53,9.7,43,36,12.1,12
19106,Sweets,"CANDIES,GUMDROPS,STARCH JELLY PIECES",1,396,0,98.9,0.1,58.97,44,0,0
19107,Sweets,"CANDIES,HARD",1.3,394,0,98,0,62.9,38,0,0
19108,Sweets,"CANDIES,JELLYBEANS",6.3,375,0,93.55,0.2,70,50,0,0
19109,Sweets,"CANDIES,KIT KAT WAFER BAR",1.63,518,6.51,64.59,1,48.68,54,17.953,11
19110,Sweets,"CANDIES,KRACKEL CHOC BAR",1.17,512,6.62,63.96,2.2,52.53,196,15.92,11
19111,Sweets,"CANDIES,NESTLE,BABY RUTH BAR",6.99,459,5.4,64.8,2,54,230,12.1,0
19114,Sweets,"ICE CREAMS,CHOC,LT",61.43,187,5,25.7,0.8,24.71,71,4.38,28
19115,Sweets,"CANDIES,MARS SNACKFOOD US,MARS ALMOND BAR",4.5,467,8.1,62.7,2,52.1,170,7.268,17
19116,Sweets,"CANDIES,MARSHMALLOWS",16.4,318,1.8,81.3,0.1,57.56,80,0.056,0
19118,Sweets,"CANDIES,NESTLE,OH HENRY! BAR",2.3,462,7.7,65.5,1.9,46.2,193,9.6,7
19119,Sweets,"CANDIES,NESTLE,CHUNKY BAR",2.9,475,7.5,60,2.5,52.5,38,12.5,10
19120,Sweets,"CANDIES,MILK CHOC",1.5,535,7.65,59.4,3.4,51.5,79,18.509,23
19124,Sweets,"BAKING CHOC,MEXICAN,SQUARES",1.59,426,3.64,77.41,4,69.4,3,8.606,0
19125,Sweets,CHOCOLATE-FLAVORED HAZELNUT SPRD,1.07,541,5.41,62.16,5.4,54.05,41,28.423,0
19126,Sweets,"CANDIES,MILK CHOC COATD PNUTS",1.9,519,13.1,49.7,4.7,37.59,41,14.6,9
19128,Sweets,"SYRUPS,TABLE BLENDS,PANCAKE,RED-CAL",54.9,165,0,44.55,0,32.8,178,0,0
19129,Sweets,"SYRUPS,TABLE BLENDS,PANCAKE",37.98,234,0,61.47,0,21.47,82,0,0
19132,Sweets,"CANDIES,MILK CHOC,W/ALMONDS",1.5,526,9,53.4,6.2,43.9,74,17.701,19
19134,Sweets,"CANDIES,MILK CHOC,W/RICE CRL",1.52,511,7.64,59.67,3.3,51.06,86,15.89,23
19135,Sweets,"CANDIES,MARS SNACKFOOD US,MILKY WAY BAR",6.3,456,4.01,71.17,1,59.69,167,12.016,9
19136,Sweets,"CANDIES,SKOR TOFFEE BAR",1.57,535,3.13,61.72,1.3,59.89,317,18.78,53
19137,Sweets,"TOPPINGS,STRAWBERRY",33,254,0.2,66.3,0.7,27.38,21,0.005,0
19138,Sweets,"CANDIES,TRUFFLES,PREPARED-FROM-RECIPE",13.47,510,6.21,44.88,2.5,38.31,68,18.488,53
19139,Sweets,"BAK CHOC,MARS SNACKFOOD US,M&M'S SEMISWT CHOC MINI BAK BITS",1.27,517,4.44,65.96,6.7,53.07,2,15.618,3
19140,Sweets,"CANDIES,MARS SNACKFOOD US,M&M'S PNUT CHOC CANDIES",2.48,515,9.57,60.48,3.7,50.75,50,10.169,8
19141,Sweets,"CANDIES,MARS SNACKFOOD US,M&M'S MILK CHOC CANDIES",1.7,492,4.33,71.19,2.8,63.68,61,13.08,14
19142,Sweets,"CANDIES,MOUNDS CANDY BAR",9.05,486,4.6,58.59,3.7,46.19,145,20.58,2
19143,Sweets,"CANDIES,MR. GOODBAR CHOC BAR",0.45,538,10.22,54.34,3.8,47.22,41,14.13,10
19144,Sweets,"CANDIES,NESTLE,100 GRAND BAR",6.1,468,2.5,70.97,1,51.9,203,11.9,12
